"Federal Provider Number","Provider State","Percent Vaccinated Residents","Percent Vaccinated Healthcare Personnel","Date vaccination data last updated"
"335182","NY","91.2","98.3","12/12/2021"
"335184","NY","90.4","79.9","12/12/2021"
"335185","NY","98.7","100.0","12/12/2021"
"335187","NY","87.2","100.0","12/12/2021"
"335188","NY","77.9","98.1","12/12/2021"
"335190","NY","98.1","100.0","12/12/2021"
"335196","NY","89.8","93.3","12/12/2021"
"335197","NY","96.6","97.4","12/12/2021"
"335199","NY","90.4","99.6","12/12/2021"
"335201","NY","83.9","97.6","12/12/2021"
"335202","NY","88.5","91.9","12/12/2021"
"335204","NY","94.8","100.0","12/12/2021"
"335208","NY","92.1","96.1","12/12/2021"
"335210","NY","92.4","97.0","12/12/2021"
"335211","NY","89.4","94.0","12/12/2021"
"335212","NY","94.9","97.2","12/12/2021"
"335213","NY","85.9","98.3","12/12/2021"
"335214","NY","90.0","98.8","12/12/2021"
"335216","NY","96.9","82.5","12/12/2021"
"335218","NY","93.1","98.1","12/12/2021"
"335219","NY","97.9","79.5","12/12/2021"
"335220","NY","97.9","97.9","12/12/2021"
"335224","NY","94.7","98.4","12/12/2021"
"335225","NY","83.9","100.0","12/12/2021"
"335226","NY","91.3","88.6","12/12/2021"
"335227","NY","77.9","94.8","12/12/2021"
"335228","NY","96.3","99.7","12/12/2021"
"335229","NY","94.8","97.8","12/12/2021"
"335231","NY","93.3","98.7","12/12/2021"
"335232","NY","83.2","93.2","12/12/2021"
"335233","NY","98.6","98.9","12/12/2021"
"335236","NY","96.6","97.5","12/12/2021"
"335238","NY","94.5","98.9","12/12/2021"
"335239","NY","86.2","100.0","12/12/2021"
"335243","NY","83.1","95.3","12/12/2021"
"335245","NY","78.1","97.6","12/12/2021"
"335247","NY","Not Available","Not Available","12/12/2021"
"335248","NY","76.0","98.2","12/12/2021"
"335249","NY","98.1","100.0","12/12/2021"
"335250","NY","90.7","85.0","12/12/2021"
"335252","NY","97.5","99.7","12/12/2021"
"335253","NY","84.5","83.3","12/12/2021"
"335254","NY","90.5","100.0","12/12/2021"
"335255","NY","100.0","100.0","12/12/2021"
"335256","NY","97.7","96.8","12/12/2021"
"335257","NY","85.5","96.6","12/12/2021"
"335259","NY","93.3","100.0","12/12/2021"
"335261","NY","92.5","99.1","12/12/2021"
"335263","NY","100.0","99.4","12/12/2021"
"335265","NY","97.7","96.3","12/12/2021"
"335266","NY","91.0","99.5","12/12/2021"
"335267","NY","97.4","100.0","12/12/2021"
"335268","NY","97.8","100.0","12/12/2021"
"335269","NY","90.7","99.6","12/12/2021"
"335271","NY","93.3","99.7","12/12/2021"
"335273","NY","85.3","83.6","12/12/2021"
"335274","NY","100.0","100.0","12/12/2021"
"335275","NY","87.3","95.8","12/12/2021"
"335279","NY","91.7","99.4","12/12/2021"
"335280","NY","79.5","93.9","12/12/2021"
"335281","NY","92.2","98.2","12/12/2021"
"335283","NY","95.7","95.5","12/12/2021"
"335284","NY","93.6","98.1","12/12/2021"
"335285","NY","93.4","98.9","12/12/2021"
"335286","NY","94.3","99.0","12/12/2021"
"335287","NY","85.3","100.0","12/12/2021"
"335288","NY","68.7","98.0","12/12/2021"
"335289","NY","99.0","97.5","12/12/2021"
"335290","NY","83.2","90.5","12/12/2021"
"335291","NY","93.9","97.2","12/12/2021"
"335292","NY","86.5","98.8","12/12/2021"
"335294","NY","86.0","98.0","12/12/2021"
"335296","NY","88.5","100.0","12/12/2021"
"335297","NY","92.0","97.3","12/12/2021"
"335299","NY","94.3","98.0","12/12/2021"
"335300","NY","100.0","98.2","12/12/2021"
"335301","NY","94.9","93.0","12/12/2021"
"335306","NY","89.7","94.3","12/12/2021"
"335308","NY","100.0","97.6","12/12/2021"
"335309","NY","94.1","95.5","12/12/2021"
"335310","NY","91.7","100.0","12/12/2021"
"335311","NY","100.0","100.0","12/12/2021"
"335312","NY","93.2","100.0","12/12/2021"
"335313","NY","100.0","93.8","12/12/2021"
"335314","NY","89.9","99.3","12/12/2021"
"335316","NY","93.5","97.8","12/12/2021"
"335317","NY","92.4","95.0","12/12/2021"
"335320","NY","89.6","99.4","12/12/2021"
"335321","NY","98.6","97.4","12/12/2021"
"335322","NY","89.6","85.3","12/12/2021"
"335323","NY","89.5","99.0","12/12/2021"
"335325","NY","96.7","99.1","12/12/2021"
"335326","NY","95.6","93.7","12/12/2021"
"335327","NY","90.6","100.0","12/12/2021"
"335328","NY","81.3","98.8","12/12/2021"
"335330","NY","88.1","98.3","12/12/2021"
"335331","NY","91.1","100.0","12/12/2021"
"335332","NY","97.5","99.2","12/12/2021"
"335333","NY","93.5","100.0","12/12/2021"
"335334","NY","89.2","99.7","12/12/2021"
"335336","NY","86.8","97.7","12/12/2021"
"335337","NY","82.9","100.0","12/12/2021"
"335338","NY","87.7","96.7","12/12/2021"
"335339","NY","98.2","100.0","12/12/2021"
"335340","NY","97.4","98.0","12/12/2021"
"335341","NY","97.0","64.6","12/12/2021"
"335342","NY","88.5","98.7","12/12/2021"
"335344","NY","98.5","98.1","12/12/2021"
"335345","NY","99.5","98.6","12/12/2021"
"335346","NY","90.6","96.3","12/12/2021"
"335347","NY","88.5","99.5","12/12/2021"
"335348","NY","97.2","100.0","12/12/2021"
"335349","NY","89.4","100.0","12/12/2021"
"335350","NY","83.5","99.1","12/12/2021"
"335351","NY","91.5","98.7","12/12/2021"
"335353","NY","93.3","98.4","12/12/2021"
"335355","NY","100.0","100.0","12/12/2021"
"335357","NY","94.6","92.9","12/12/2021"
"335358","NY","98.1","99.6","12/12/2021"
"335361","NY","87.5","78.8","12/12/2021"
"335363","NY","92.7","99.8","12/12/2021"
"335364","NY","89.8","93.5","12/12/2021"
"335365","NY","94.4","96.7","12/12/2021"
"335366","NY","93.9","66.2","12/12/2021"
"335369","NY","96.6","98.4","12/12/2021"
"335371","NY","91.3","99.5","12/12/2021"
"335372","NY","84.3","96.0","12/12/2021"
"335373","NY","85.2","100.0","12/12/2021"
"335374","NY","89.6","72.5","12/12/2021"
"335375","NY","91.7","73.0","12/12/2021"
"335376","NY","94.4","99.1","12/12/2021"
"335377","NY","97.3","84.3","12/12/2021"
"335378","NY","94.5","93.0","12/12/2021"
"335379","NY","100.0","100.0","12/12/2021"
"335380","NY","84.7","87.7","12/12/2021"
"335381","NY","81.3","74.0","12/12/2021"
"335382","NY","93.1","99.2","12/12/2021"
"335383","NY","98.5","94.0","12/12/2021"
"335386","NY","89.7","89.5","12/12/2021"
"335387","NY","80.1","96.5","12/12/2021"
"335388","NY","87.4","98.4","12/12/2021"
"335389","NY","87.9","84.8","12/12/2021"
"335390","NY","81.3","99.1","12/12/2021"
"335391","NY","96.3","99.1","12/12/2021"
"335392","NY","88.0","99.3","12/12/2021"
"335393","NY","86.5","92.5","12/12/2021"
"335394","NY","98.8","99.8","12/12/2021"
"335396","NY","93.5","98.3","12/12/2021"
"335397","NY","96.7","99.2","12/12/2021"
"335398","NY","83.5","96.1","12/12/2021"
"335399","NY","91.9","98.2","12/12/2021"
"335400","NY","93.7","80.0","12/12/2021"
"335401","NY","95.7","100.0","12/12/2021"
"335402","NY","80.4","98.1","12/12/2021"
"335403","NY","95.5","97.0","12/12/2021"
"335404","NY","89.5","100.0","12/12/2021"
"335405","NY","94.4","98.3","12/12/2021"
"335406","NY","94.8","96.8","12/12/2021"
"335407","NY","97.8","95.3","12/12/2021"
"335408","NY","96.6","100.0","12/12/2021"
"335409","NY","98.7","100.0","12/12/2021"
"335410","NY","84.5","91.2","12/12/2021"
"335411","NY","63.0","97.3","12/12/2021"
"335412","NY","88.6","99.4","12/12/2021"
"335413","NY","90.0","96.1","12/12/2021"
"335415","NY","74.5","99.0","12/12/2021"
"335416","NY","88.3","93.0","12/12/2021"
"335418","NY","72.6","96.6","12/12/2021"
"335419","NY","93.2","100.0","12/12/2021"
"335421","NY","78.4","91.6","12/12/2021"
"335422","NY","98.9","98.5","12/12/2021"
"335423","NY","90.2","98.1","12/12/2021"
"335424","NY","80.3","96.7","12/12/2021"
"335425","NY","95.2","100.0","12/12/2021"
"335426","NY","92.8","97.7","12/12/2021"
"335427","NY","95.9","96.1","12/12/2021"
"335428","NY","85.8","99.7","12/12/2021"
"335429","NY","98.0","97.9","12/12/2021"
"335431","NY","93.4","95.7","12/12/2021"
"335432","NY","88.5","87.3","12/12/2021"
"335433","NY","94.6","98.2","12/12/2021"
"335434","NY","93.8","99.5","12/12/2021"
"335435","NY","88.6","96.2","12/12/2021"
"335436","NY","89.9","99.5","12/12/2021"
"335437","NY","74.7","95.9","12/12/2021"
"335438","NY","99.1","99.3","12/12/2021"
"335439","NY","95.0","100.0","12/12/2021"
"335440","NY","88.8","89.8","12/12/2021"
"335441","NY","85.3","100.0","12/12/2021"
"335442","NY","97.1","99.0","12/12/2021"
"335445","NY","92.5","99.0","12/12/2021"
"335446","NY","88.4","97.9","12/12/2021"
"335447","NY","97.0","100.0","12/12/2021"
"335448","NY","89.2","93.7","12/12/2021"
"335449","NY","89.0","98.7","12/12/2021"
"335451","NY","83.3","89.8","12/12/2021"
"335455","NY","88.9","100.0","12/12/2021"
"335457","NY","88.7","97.7","12/12/2021"
"335458","NY","90.5","100.0","12/12/2021"
"335459","NY","85.3","98.2","12/12/2021"
"335461","NY","89.5","100.0","12/12/2021"
"335462","NY","83.2","100.0","12/12/2021"
"335464","NY","83.6","98.2","12/12/2021"
"335465","NY","98.9","99.7","12/12/2021"
"335466","NY","100.0","100.0","12/12/2021"
"335467","NY","94.7","89.8","12/12/2021"
"335468","NY","95.7","95.2","12/12/2021"
"335470","NY","82.3","93.0","12/12/2021"
"335471","NY","90.0","70.0","12/12/2021"
"335472","NY","89.6","100.0","12/12/2021"
"335473","NY","86.7","75.4","12/12/2021"
"335475","NY","95.4","97.4","12/12/2021"
"335476","NY","99.3","99.8","12/12/2021"
"335478","NY","94.6","94.5","12/12/2021"
"335480","NY","100.0","98.3","12/12/2021"
"335481","NY","98.2","100.0","12/12/2021"
"335482","NY","97.6","100.0","12/12/2021"
"335483","NY","88.1","97.6","12/12/2021"
"335484","NY","79.7","97.7","12/12/2021"
"335485","NY","95.3","99.3","12/12/2021"
"335486","NY","88.2","98.9","12/12/2021"
"335487","NY","93.1","99.7","12/12/2021"
"335488","NY","96.0","100.0","12/12/2021"
"335489","NY","96.2","97.4","12/12/2021"
"335490","NY","93.8","100.0","12/12/2021"
"335491","NY","88.1","99.4","12/12/2021"
"335493","NY","92.2","100.0","12/12/2021"
"335494","NY","100.0","100.0","12/12/2021"
"335495","NY","82.9","98.9","12/12/2021"
"335497","NY","90.3","90.6","12/12/2021"
"335498","NY","85.6","94.6","12/12/2021"
"335500","NY","96.4","98.3","12/12/2021"
"335502","NY","90.8","96.3","12/12/2021"
"335503","NY","89.3","96.7","12/12/2021"
"335504","NY","97.6","100.0","12/12/2021"
"335505","NY","87.0","99.4","12/12/2021"
"335506","NY","86.6","100.0","12/12/2021"
"335508","NY","94.7","100.0","12/12/2021"
"335510","NY","86.1","95.3","12/12/2021"
"335511","NY","97.2","91.2","12/12/2021"
"335513","NY","73.9","95.3","12/12/2021"
"335514","NY","85.3","96.0","12/12/2021"
"335515","NY","Not Available","Not Available","12/12/2021"
"335516","NY","79.9","82.6","12/12/2021"
"335517","NY","91.1","97.9","12/12/2021"
"335520","NY","99.1","97.7","12/12/2021"
"335522","NY","69.0","97.7","12/12/2021"
"335523","NY","92.6","100.0","12/12/2021"
"335524","NY","93.9","99.6","12/12/2021"
"335525","NY","88.5","100.0","12/12/2021"
"335526","NY","92.2","88.9","12/12/2021"
"335527","NY","94.5","91.5","12/12/2021"
"335528","NY","95.8","100.0","12/12/2021"
"335531","NY","90.9","99.5","12/12/2021"
"335532","NY","95.7","95.2","12/12/2021"
"335533","NY","86.8","99.0","12/12/2021"
"335534","NY","91.1","92.0","12/12/2021"
"335537","NY","79.4","93.0","12/12/2021"
"335538","NY","79.3","97.8","12/12/2021"
"335539","NY","94.7","97.7","12/12/2021"
"335540","NY","89.0","94.6","12/12/2021"
"335541","NY","98.5","98.9","12/12/2021"
"335543","NY","91.2","97.6","12/12/2021"
"335545","NY","87.3","97.4","12/12/2021"
"335546","NY","92.5","99.0","12/12/2021"
"335548","NY","82.7","89.4","12/12/2021"
"335549","NY","85.3","98.7","12/12/2021"
"335554","NY","88.2","66.7","12/12/2021"
"335555","NY","78.9","98.8","12/12/2021"
"335556","NY","84.6","91.2","12/12/2021"
"335557","NY","96.5","94.1","12/12/2021"
"335558","NY","78.5","94.1","12/12/2021"
"335559","NY","86.8","99.3","12/12/2021"
"335560","NY","90.6","86.7","12/12/2021"
"335561","NY","85.5","88.6","12/12/2021"
"335562","NY","99.4","96.2","12/12/2021"
"335563","NY","93.0","99.4","12/12/2021"
"335564","NY","73.2","98.6","12/12/2021"
"335565","NY","87.7","88.7","12/12/2021"
"335566","NY","98.9","95.7","12/12/2021"
"335568","NY","84.7","100.0","12/12/2021"
"335569","NY","93.6","100.0","12/12/2021"
"335570","NY","83.5","96.1","12/12/2021"
"335571","NY","78.2","96.4","12/12/2021"
"335572","NY","96.9","98.9","12/12/2021"
"335573","NY","90.1","97.6","12/12/2021"
"335574","NY","87.2","98.8","12/12/2021"
"335576","NY","96.9","100.0","12/12/2021"
"335577","NY","97.6","100.0","12/12/2021"
"335578","NY","93.5","98.2","12/12/2021"
"335579","NY","85.7","93.1","12/12/2021"
"335581","NY","87.2","97.8","12/12/2021"
"335582","NY","78.0","100.0","12/12/2021"
"335583","NY","93.1","99.7","12/12/2021"
"335585","NY","98.8","100.0","12/12/2021"
"335586","NY","92.5","87.0","12/12/2021"
"335587","NY","82.4","100.0","12/12/2021"
"335588","NY","93.8","100.0","12/12/2021"
"335589","NY","86.7","89.9","12/12/2021"
"335590","NY","91.7","96.9","12/12/2021"
"335592","NY","99.1","99.5","12/12/2021"
"335595","NY","100.0","100.0","12/12/2021"
"335596","NY","86.5","96.5","12/12/2021"
"335598","NY","96.8","99.0","12/12/2021"
"335600","NY","88.0","85.6","12/12/2021"
"335601","NY","98.0","89.6","12/12/2021"
"335603","NY","89.2","100.0","12/12/2021"
"335604","NY","85.2","100.0","12/12/2021"
"335606","NY","97.7","98.7","12/12/2021"
"335607","NY","100.0","100.0","12/12/2021"
"335609","NY","74.8","95.9","12/12/2021"
"335610","NY","100.0","100.0","12/12/2021"
"335611","NY","82.8","88.0","12/12/2021"
"335612","NY","95.9","93.8","12/12/2021"
"335613","NY","97.1","99.3","12/12/2021"
"335614","NY","98.0","100.0","12/12/2021"
"335615","NY","96.6","71.9","12/12/2021"
"335617","NY","90.9","55.8","12/12/2021"
"335618","NY","100.0","80.5","12/12/2021"
"335619","NY","92.7","89.0","12/12/2021"
"335620","NY","87.4","95.2","12/12/2021"
"335621","NY","98.5","98.4","12/12/2021"
"335625","NY","78.5","96.4","12/12/2021"
"335626","NY","73.9","91.2","12/12/2021"
"335627","NY","Not Available","Not Available","12/12/2021"
"335628","NY","84.1","96.3","12/12/2021"
"335631","NY","89.3","100.0","12/12/2021"
"335632","NY","88.1","100.0","12/12/2021"
"335634","NY","98.9","96.0","12/12/2021"
"335635","NY","94.0","98.7","12/12/2021"
"335636","NY","100.0","97.3","12/12/2021"
"335637","NY","74.8","93.5","12/12/2021"
"335638","NY","54.4","92.8","12/12/2021"
"335639","NY","Not Available","Not Available","12/12/2021"
"335640","NY","86.3","35.9","12/12/2021"
"335641","NY","89.8","92.6","12/12/2021"
"335642","NY","91.5","99.3","12/12/2021"
"335644","NY","92.2","98.7","12/12/2021"
"335645","NY","97.8","94.9","12/12/2021"
"335647","NY","79.9","79.8","12/12/2021"
"335648","NY","72.5","92.7","12/12/2021"
"335649","NY","90.4","98.7","12/12/2021"
"335650","NY","88.6","99.0","12/12/2021"
"335652","NY","92.2","91.0","12/12/2021"
"335653","NY","84.5","99.4","12/12/2021"
"335655","NY","96.5","98.3","12/12/2021"
"335656","NY","79.8","99.7","12/12/2021"
"335657","NY","89.9","100.0","12/12/2021"
"335658","NY","100.0","97.2","12/12/2021"
"335659","NY","69.4","84.3","12/12/2021"
"335661","NY","93.3","97.7","12/12/2021"
"335662","NY","92.5","99.4","12/12/2021"
"335663","NY","Not Available","Not Available","12/12/2021"
"335665","NY","83.6","96.4","12/12/2021"
"335666","NY","92.7","100.0","12/12/2021"
"335667","NY","44.7","97.4","12/12/2021"
"335668","NY","94.0","91.2","12/12/2021"
"335669","NY","90.5","100.0","12/12/2021"
"335672","NY","95.5","98.8","12/12/2021"
"335673","NY","89.3","99.1","12/12/2021"
"335674","NY","87.3","98.5","12/12/2021"
"335675","NY","94.5","99.5","12/12/2021"
"335676","NY","89.6","98.7","12/12/2021"
"335677","NY","82.8","98.4","12/12/2021"
"335678","NY","95.4","98.5","12/12/2021"
"335679","NY","97.1","99.4","12/12/2021"
"335680","NY","100.0","97.5","12/12/2021"
"335681","NY","88.2","97.4","12/12/2021"
"335682","NY","64.2","95.5","12/12/2021"
"335683","NY","90.8","96.9","12/12/2021"
"335684","NY","94.8","96.8","12/12/2021"
"335685","NY","Not Available","Not Available","12/12/2021"
"335687","NY","95.1","100.0","12/12/2021"
"335688","NY","88.0","99.6","12/12/2021"
"335690","NY","91.5","100.0","12/12/2021"
"335691","NY","93.9","98.8","12/12/2021"
"335692","NY","94.7","98.9","12/12/2021"
"335693","NY","88.7","74.7","12/12/2021"
"335694","NY","87.0","98.2","12/12/2021"
"335695","NY","86.8","96.6","12/12/2021"
"335696","NY","93.2","99.8","12/12/2021"
"335697","NY","100.0","99.6","12/12/2021"
"335700","NY","91.8","99.5","12/12/2021"
"335701","NY","76.9","100.0","12/12/2021"
"335702","NY","94.2","100.0","12/12/2021"
"335703","NY","81.4","99.6","12/12/2021"
"335704","NY","92.9","98.7","12/12/2021"
"335705","NY","96.8","98.0","12/12/2021"
"335706","NY","91.1","100.0","12/12/2021"
"335710","NY","82.4","93.3","12/12/2021"
"335711","NY","92.8","97.6","12/12/2021"
"335713","NY","98.9","100.0","12/12/2021"
"335716","NY","87.5","94.9","12/12/2021"
"335718","NY","90.0","99.8","12/12/2021"
"335719","NY","82.7","96.4","12/12/2021"
"335720","NY","88.2","94.7","12/12/2021"
"335721","NY","92.1","98.0","12/12/2021"
"335723","NY","88.5","Not Available","12/12/2021"
"335724","NY","85.7","99.8","12/12/2021"
"335725","NY","92.1","100.0","12/12/2021"
"335726","NY","93.0","98.1","12/12/2021"
"335727","NY","Not Available","Not Available","12/12/2021"
"335730","NY","98.6","97.4","12/12/2021"
"335732","NY","100.0","100.0","12/12/2021"
"335734","NY","81.0","98.5","12/12/2021"
"335735","NY","89.7","97.7","12/12/2021"
"335737","NY","94.4","94.7","12/12/2021"
"335738","NY","79.0","99.0","12/12/2021"
"335739","NY","86.0","92.5","12/12/2021"
"335742","NY","89.8","99.4","12/12/2021"
"335744","NY","84.4","86.9","12/12/2021"
"335746","NY","97.4","99.2","12/12/2021"
"335747","NY","84.7","94.3","12/12/2021"
"335748","NY","84.0","100.0","12/12/2021"
"335750","NY","95.4","95.0","12/12/2021"
"335751","NY","85.1","92.5","12/12/2021"
"335752","NY","96.9","99.4","12/12/2021"
"335753","NY","94.1","99.6","12/12/2021"
"335755","NY","94.5","89.9","12/12/2021"
"335756","NY","91.8","99.2","12/12/2021"
"335757","NY","91.2","99.6","12/12/2021"
"335758","NY","97.2","99.4","12/12/2021"
"335759","NY","85.2","98.0","12/12/2021"
"335760","NY","98.9","100.0","12/12/2021"
"335761","NY","86.6","95.2","12/12/2021"
"335762","NY","97.1","100.0","12/12/2021"
"335763","NY","93.7","98.6","12/12/2021"
"335764","NY","98.4","97.6","12/12/2021"
"335765","NY","95.6","91.3","12/12/2021"
"335766","NY","79.6","87.1","12/12/2021"
"335767","NY","95.8","99.5","12/12/2021"
"335768","NY","96.2","93.0","12/12/2021"
"335769","NY","95.7","95.6","12/12/2021"
"335770","NY","92.4","99.4","12/12/2021"
"335771","NY","87.5","100.0","12/12/2021"
"335772","NY","80.6","93.5","12/12/2021"
"335774","NY","97.1","99.0","12/12/2021"
"335775","NY","82.9","98.3","12/12/2021"
"335777","NY","95.0","99.1","12/12/2021"
"335778","NY","90.2","97.6","12/12/2021"
"335780","NY","86.3","100.0","12/12/2021"
"335782","NY","93.2","97.9","12/12/2021"
"335784","NY","100.0","99.4","12/12/2021"
"335785","NY","98.6","99.1","12/12/2021"
"335786","NY","98.1","100.0","12/12/2021"
"335787","NY","84.5","98.7","12/12/2021"
"335788","NY","100.0","100.0","12/12/2021"
"335789","NY","93.5","98.6","12/12/2021"
"335790","NY","100.0","99.5","12/12/2021"
"335791","NY","88.8","91.5","12/12/2021"
"335792","NY","78.9","99.6","12/12/2021"
"335793","NY","100.0","100.0","12/12/2021"
"335794","NY","81.4","84.6","12/12/2021"
"335795","NY","92.8","96.8","12/12/2021"
"335796","NY","95.8","97.9","12/12/2021"
"335797","NY","96.7","99.6","12/12/2021"
"335798","NY","94.8","96.7","12/12/2021"
"335799","NY","97.7","99.5","12/12/2021"
"335800","NY","100.0","100.0","12/12/2021"
"335801","NY","97.2","86.9","12/12/2021"
"335802","NY","96.4","98.1","12/12/2021"
"335803","NY","93.1","97.9","12/12/2021"
"335804","NY","86.4","99.7","12/12/2021"
"335805","NY","84.7","99.6","12/12/2021"
"335806","NY","92.1","99.5","12/12/2021"
"335808","NY","Not Available","Not Available","12/12/2021"
"335809","NY","85.8","99.6","12/12/2021"
"335810","NY","92.8","96.6","12/12/2021"
"335811","NY","65.2","89.9","12/12/2021"
"335812","NY","97.2","100.0","12/12/2021"
"335814","NY","88.6","97.7","12/12/2021"
"335815","NY","93.6","98.9","12/12/2021"
"335816","NY","100.0","99.1","12/12/2021"
"335817","NY","83.5","100.0","12/12/2021"
"335818","NY","94.6","98.2","12/12/2021"
"335819","NY","97.1","99.3","12/12/2021"
"335820","NY","84.5","94.1","12/12/2021"
"335821","NY","96.9","98.8","12/12/2021"
"335823","NY","100.0","98.9","12/12/2021"
"335824","NY","95.1","100.0","12/12/2021"
"335825","NY","92.9","100.0","12/12/2021"
"335826","NY","86.3","99.2","12/12/2021"
"335827","NY","88.8","92.1","12/12/2021"
"335828","NY","86.3","99.4","12/12/2021"
"335829","NY","Not Available","Not Available","12/12/2021"
"335830","NY","68.9","98.6","12/12/2021"
"335831","NY","94.9","100.0","12/12/2021"
"335832","NY","100.0","99.4","12/12/2021"
"335833","NY","98.0","99.5","12/12/2021"
"335834","NY","77.8","93.2","12/12/2021"
"335835","NY","91.7","99.5","12/12/2021"
"335837","NY","95.8","98.7","12/12/2021"
"335838","NY","88.8","99.2","12/12/2021"
"335839","NY","91.8","96.9","12/12/2021"
"335840","NY","86.1","98.3","12/12/2021"
"335842","NY","95.7","100.0","12/12/2021"
"335843","NY","96.8","95.1","12/12/2021"
"335844","NY","100.0","100.0","12/12/2021"
"335845","NY","94.5","98.9","12/12/2021"
"335847","NY","77.9","100.0","12/12/2021"
"335848","NY","100.0","100.0","12/12/2021"
"335849","NY","100.0","100.0","12/12/2021"
"335850","NY","97.2","97.3","12/12/2021"
"335853","NY","100.0","100.0","12/12/2021"
"335854","NY","100.0","100.0","12/12/2021"
"335856","NY","0.0","0.0","12/12/2021"
"335857","NY","95.1","99.0","12/12/2021"
"335858","NY","Not Available","Not Available","12/12/2021"
"335859","NY","100.0","98.2","12/12/2021"
"335860","NY","100.0","100.0","12/12/2021"
"335861","NY","Not Available","Not Available","12/12/2021"
"335862","NY","0.0","0.0","12/12/2021"
"335863","NY","94.7","95.7","12/12/2021"
"335864","NY","0.0","0.0","12/12/2021"
"335865","NY","98.0","97.7","12/12/2021"
"335869","NY","100.0","99.4","12/12/2021"
"335870","NY","85.7","100.0","12/12/2021"
"335871","NY","99.1","100.0","12/12/2021"
"335873","NY","100.0","98.5","12/12/2021"
"335874","NY","13.0","99.0","12/12/2021"
"335876","NY","95.1","95.3","12/12/2021"
"335877","NY","80.0","100.0","12/12/2021"
"335878","NY","96.5","98.0","12/12/2021"
"33A081","NY","Not Available","Not Available","12/12/2021"
"33A246","NY","58.6","98.8","12/12/2021"
"345000","NC","91.8","72.3","12/12/2021"
"345001","NC","100.0","93.2","12/12/2021"
"345002","NC","96.1","98.0","12/12/2021"
"345003","NC","92.7","100.0","12/12/2021"
"345004","NC","77.8","73.5","12/12/2021"
"345006","NC","89.2","76.8","12/12/2021"
"345008","NC","86.5","80.0","12/12/2021"
"345009","NC","80.8","73.4","12/12/2021"
"345010","NC","88.7","48.5","12/12/2021"
"345011","NC","64.7","63.5","12/12/2021"
"345013","NC","80.0","57.0","12/12/2021"
"345014","NC","97.5","94.3","12/12/2021"
"345015","NC","95.2","83.0","12/12/2021"
"345024","NC","95.5","77.5","12/12/2021"
"345026","NC","0.0","72.9","12/12/2021"
"345036","NC","87.2","73.4","12/12/2021"
"345039","NC","76.3","42.5","12/12/2021"
"345044","NC","92.9","94.0","12/12/2021"
"345045","NC","75.0","81.9","12/12/2021"
"345048","NC","94.0","66.7","12/12/2021"
"345049","NC","75.0","98.0","12/12/2021"
"345050","NC","85.6","52.8","12/12/2021"
"345051","NC","89.3","73.7","12/12/2021"
"345053","NC","91.4","99.2","12/12/2021"
"345054","NC","96.2","100.0","12/12/2021"
"345061","NC","88.3","94.4","12/12/2021"
"345063","NC","73.3","1.3","12/12/2021"
"345066","NC","81.3","57.5","12/12/2021"
"345070","NC","82.5","51.6","12/12/2021"
"345072","NC","74.4","73.8","12/12/2021"
"345077","NC","94.4","94.3","12/12/2021"
"345078","NC","100.0","89.2","12/12/2021"
"345080","NC","79.6","70.7","12/12/2021"
"345081","NC","100.0","98.3","12/12/2021"
"345083","NC","91.3","41.3","12/12/2021"
"345088","NC","92.7","87.6","12/12/2021"
"345089","NC","82.8","49.1","12/12/2021"
"345090","NC","98.1","74.8","12/12/2021"
"345091","NC","100.0","93.6","12/12/2021"
"345092","NC","81.6","57.4","12/12/2021"
"345093","NC","100.0","80.2","12/12/2021"
"345095","NC","87.2","69.7","12/12/2021"
"345096","NC","91.2","95.7","12/12/2021"
"345097","NC","76.6","93.8","12/12/2021"
"345102","NC","96.7","68.2","12/12/2021"
"345103","NC","96.9","78.1","12/12/2021"
"345104","NC","96.5","95.4","12/12/2021"
"345106","NC","82.7","76.1","12/12/2021"
"345109","NC","90.9","59.6","12/12/2021"
"345110","NC","85.5","78.7","12/12/2021"
"345111","NC","90.9","78.9","12/12/2021"
"345113","NC","76.9","72.4","12/12/2021"
"345115","NC","91.0","42.9","12/12/2021"
"345116","NC","86.3","100.0","12/12/2021"
"345119","NC","85.7","84.7","12/12/2021"
"345123","NC","97.7","76.6","12/12/2021"
"345124","NC","73.9","89.2","12/12/2021"
"345126","NC","76.5","98.5","12/12/2021"
"345127","NC","91.1","58.6","12/12/2021"
"345128","NC","72.5","57.6","12/12/2021"
"345129","NC","79.0","69.0","12/12/2021"
"345130","NC","71.4","55.6","12/12/2021"
"345131","NC","88.5","81.4","12/12/2021"
"345132","NC","78.8","64.0","12/12/2021"
"345133","NC","80.2","49.0","12/12/2021"
"345134","NC","83.5","81.1","12/12/2021"
"345137","NC","81.7","63.4","12/12/2021"
"345138","NC","84.8","72.6","12/12/2021"
"345140","NC","88.5","72.6","12/12/2021"
"345142","NC","87.7","83.9","12/12/2021"
"345143","NC","88.5","95.9","12/12/2021"
"345144","NC","84.7","84.3","12/12/2021"
"345145","NC","83.3","79.8","12/12/2021"
"345146","NC","85.1","50.8","12/12/2021"
"345148","NC","94.6","97.7","12/12/2021"
"345149","NC","62.1","54.6","12/12/2021"
"345150","NC","59.3","57.1","12/12/2021"
"345151","NC","92.1","75.4","12/12/2021"
"345152","NC","95.7","82.4","12/12/2021"
